State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/1/00,Parts per billion,17.652174,27,2,25,Parts per million,0.019333,0.029,14,25,Parts per billion,2.363636,3,5,4,Parts per million,0.43913,0.8,2,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/1/00,Parts per billion,17.652174,27,2,25,Parts per million,0.019333,0.029,14,25,Parts per billion,2.363636,3,5,4,Parts per million,0.455556,0.6,6,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/1/00,Parts per billion,17.652174,27,2,25,Parts per million,0.019333,0.029,14,25,Parts per billion,2.314286,3,11,,Parts per million,0.43913,0.8,2,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/1/00,Parts per billion,17.652174,27,2,25,Parts per million,0.019333,0.029,14,25,Parts per billion,2.314286,3,11,,Parts per million,0.455556,0.6,6,7
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/2/00,Parts per billion,19.304348,38,22,36,Parts per million,0.018292,0.028,10,24,Parts per billion,2.181818,3,5,4,Parts per million,0.421739,0.7,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/2/00,Parts per billion,19.304348,38,22,36,Parts per million,0.018292,0.028,10,24,Parts per billion,2.181818,3,5,4,Parts per million,0.4125,0.5,21,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/2/00,Parts per billion,19.304348,38,22,36,Parts per million,0.018292,0.028,10,24,Parts per billion,2.128571,2.6,11,,Parts per million,0.421739,0.7,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/2/00,Parts per billion,19.304348,38,22,36,Parts per million,0.018292,0.028,10,24,Parts per billion,2.128571,2.6,11,,Parts per million,0.4125,0.5,21,6
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/3/00,Parts per billion,35.521739,46,21,43,Parts per million,0.003958,0.009,8,8,Parts per billion,3.136364,5,12,7,Parts per million,1.086957,2.8,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/3/00,Parts per billion,35.521739,46,21,43,Parts per million,0.003958,0.009,8,8,Parts per billion,3.136364,5,12,7,Parts per million,0.929167,1.6,21,18
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/3/00,Parts per billion,35.521739,46,21,43,Parts per million,0.003958,0.009,8,8,Parts per billion,3.157143,4.6,14,,Parts per million,1.086957,2.8,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/3/00,Parts per billion,35.521739,46,21,43,Parts per million,0.003958,0.009,8,8,Parts per billion,3.157143,4.6,14,,Parts per million,0.929167,1.6,21,18
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/4/00,Parts per billion,37.73913,46,9,43,Parts per million,0.003917,0.008,21,7,Parts per billion,3,5,9,7,Parts per million,1.143478,2.1,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/4/00,Parts per billion,37.73913,46,9,43,Parts per million,0.003917,0.008,21,7,Parts per billion,3,5,9,7,Parts per million,1.25,1.6,0,18
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/4/00,Parts per billion,37.73913,46,9,43,Parts per million,0.003917,0.008,21,7,Parts per billion,2.971429,4.3,11,,Parts per million,1.143478,2.1,6,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/4/00,Parts per billion,37.73913,46,9,43,Parts per million,0.003917,0.008,21,7,Parts per billion,2.971429,4.3,11,,Parts per million,1.25,1.6,0,18
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/5/00,Parts per billion,31,49,22,46,Parts per million,0.005875,0.012,9,10,Parts per billion,2.772727,5,10,7,Parts per million,1.217391,3,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/5/00,Parts per billion,31,49,22,46,Parts per million,0.005875,0.012,9,10,Parts per billion,2.772727,5,10,7,Parts per million,0.9375,2.3,23,26
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/5/00,Parts per billion,31,49,22,46,Parts per million,0.005875,0.012,9,10,Parts per billion,2.785714,3.6,11,,Parts per million,1.217391,3,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/5/00,Parts per billion,31,49,22,46,Parts per million,0.005875,0.012,9,10,Parts per billion,2.785714,3.6,11,,Parts per million,0.9375,2.3,23,26
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/6/00,Parts per billion,41,55,7,52,Parts per million,0.002833,0.005,7,4,Parts per billion,4.818182,8,15,11,Parts per million,1.604348,3.3,20,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/6/00,Parts per billion,41,55,7,52,Parts per million,0.002833,0.005,7,4,Parts per billion,4.818182,8,15,11,Parts per million,1.7375,2.5,2,28
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/6/00,Parts per billion,41,55,7,52,Parts per million,0.002833,0.005,7,4,Parts per billion,4.828571,5.6,14,,Parts per million,1.604348,3.3,20,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/6/00,Parts per billion,41,55,7,52,Parts per million,0.002833,0.005,7,4,Parts per billion,4.828571,5.6,14,,Parts per million,1.7375,2.5,2,28
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/7/00,Parts per billion,31.956522,50,14,47,Parts per million,0.009208,0.017,21,14,Parts per billion,4.772727,10,14,14,Parts per million,0.982609,2.5,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/7/00,Parts per billion,31.956522,50,14,47,Parts per million,0.009208,0.017,21,14,Parts per billion,4.772727,10,14,14,Parts per million,1.179167,1.8,0,20
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/7/00,Parts per billion,31.956522,50,14,47,Parts per million,0.009208,0.017,21,14,Parts per billion,4.771429,8.3,11,,Parts per million,0.982609,2.5,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/7/00,Parts per billion,31.956522,50,14,47,Parts per million,0.009208,0.017,21,14,Parts per billion,4.771429,8.3,11,,Parts per million,1.179167,1.8,0,20
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/8/00,Parts per billion,20,35,18,33,Parts per million,0.012625,0.017,22,14,Parts per billion,2.454545,3,5,4,Parts per million,0.634783,1.6,19,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/8/00,Parts per billion,20,35,18,33,Parts per million,0.012625,0.017,22,14,Parts per billion,2.454545,3,5,4,Parts per million,0.620833,0.9,19,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/8/00,Parts per billion,20,35,18,33,Parts per million,0.012625,0.017,22,14,Parts per billion,2.414286,3,11,,Parts per million,0.634783,1.6,19,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/8/00,Parts per billion,20,35,18,33,Parts per million,0.012625,0.017,22,14,Parts per billion,2.414286,3,11,,Parts per million,0.620833,0.9,19,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/9/00,Parts per billion,15.304348,33,7,31,Parts per million,0.022167,0.027,11,23,Parts per billion,2.090909,3,9,4,Parts per million,0.482609,0.6,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/9/00,Parts per billion,15.304348,33,7,31,Parts per million,0.022167,0.027,11,23,Parts per billion,2.090909,3,9,4,Parts per million,0.508333,0.8,0,9
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/9/00,Parts per billion,15.304348,33,7,31,Parts per million,0.022167,0.027,11,23,Parts per billion,2.085714,2.6,11,,Parts per million,0.482609,0.6,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/9/00,Parts per billion,15.304348,33,7,31,Parts per million,0.022167,0.027,11,23,Parts per billion,2.085714,2.6,11,,Parts per million,0.508333,0.8,0,9
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/10/00,Parts per billion,18.434783,30,10,28,Parts per million,0.013042,0.019,22,16,Parts per billion,2.227273,3,5,4,Parts per million,0.552174,1,10,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/10/00,Parts per billion,18.434783,30,10,28,Parts per million,0.013042,0.019,22,16,Parts per billion,2.227273,3,5,4,Parts per million,0.554167,0.7,10,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/10/00,Parts per billion,18.434783,30,10,28,Parts per million,0.013042,0.019,22,16,Parts per billion,2.185714,3,11,,Parts per million,0.552174,1,10,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/10/00,Parts per billion,18.434783,30,10,28,Parts per million,0.013042,0.019,22,16,Parts per billion,2.185714,3,11,,Parts per million,0.554167,0.7,10,8
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/11/00,Parts per billion,20.173913,34,17,32,Parts per million,0.012708,0.016,0,14,Parts per billion,2,2,0,3,Parts per million,0.6,1.2,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/11/00,Parts per billion,20.173913,34,17,32,Parts per million,0.012708,0.016,0,14,Parts per billion,2,2,0,3,Parts per million,0.558333,0.9,21,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/11/00,Parts per billion,20.173913,34,17,32,Parts per million,0.012708,0.016,0,14,Parts per billion,2,2,2,,Parts per million,0.6,1.2,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/11/00,Parts per billion,20.173913,34,17,32,Parts per million,0.012708,0.016,0,14,Parts per billion,2,2,2,,Parts per million,0.558333,0.9,21,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/12/00,Parts per billion,36.478261,48,7,45,Parts per million,0.003167,0.006,7,5,Parts per billion,2.863636,4,5,6,Parts per million,1.173913,2.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/12/00,Parts per billion,36.478261,48,7,45,Parts per million,0.003167,0.006,7,5,Parts per billion,2.863636,4,5,6,Parts per million,1.0625,1.4,9,16
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/12/00,Parts per billion,36.478261,48,7,45,Parts per million,0.003167,0.006,7,5,Parts per billion,2.785714,3.3,8,,Parts per million,1.173913,2.7,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/12/00,Parts per billion,36.478261,48,7,45,Parts per million,0.003167,0.006,7,5,Parts per billion,2.785714,3.3,8,,Parts per million,1.0625,1.4,9,16
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/13/00,Parts per billion,28.913043,46,8,43,Parts per million,0.003958,0.009,10,8,Parts per billion,2.363636,3,0,4,Parts per million,1.121739,3.2,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/13/00,Parts per billion,28.913043,46,8,43,Parts per million,0.003958,0.009,10,8,Parts per billion,2.363636,3,0,4,Parts per million,1.229167,1.7,8,19
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/13/00,Parts per billion,28.913043,46,8,43,Parts per million,0.003958,0.009,10,8,Parts per billion,2.328571,3,8,,Parts per million,1.121739,3.2,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/13/00,Parts per billion,28.913043,46,8,43,Parts per million,0.003958,0.009,10,8,Parts per billion,2.328571,3,8,,Parts per million,1.229167,1.7,8,19
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/14/00,Parts per billion,31,36,16,34,Parts per million,0.002208,0.004,8,3,Parts per billion,3.636364,8,13,11,Parts per million,1.552174,3,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/14/00,Parts per billion,31,36,16,34,Parts per million,0.002208,0.004,8,3,Parts per billion,3.636364,8,13,11,Parts per million,1.320833,2.2,23,25
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/14/00,Parts per billion,31,36,16,34,Parts per million,0.002208,0.004,8,3,Parts per billion,3.6,6.6,14,,Parts per million,1.552174,3,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/14/00,Parts per billion,31,36,16,34,Parts per million,0.002208,0.004,8,3,Parts per billion,3.6,6.6,14,,Parts per million,1.320833,2.2,23,25
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/15/00,Parts per billion,23.652174,35,16,33,Parts per million,0.010542,0.031,23,26,Parts per billion,3.363636,6,15,9,Parts per million,0.969565,1.9,16,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/15/00,Parts per billion,23.652174,35,16,33,Parts per million,0.010542,0.031,23,26,Parts per billion,3.363636,6,15,9,Parts per million,1.283333,2.2,0,25
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/15/00,Parts per billion,23.652174,35,16,33,Parts per million,0.010542,0.031,23,26,Parts per billion,3.342857,5.6,17,,Parts per million,0.969565,1.9,16,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/15/00,Parts per billion,23.652174,35,16,33,Parts per million,0.010542,0.031,23,26,Parts per billion,3.342857,5.6,17,,Parts per million,1.283333,2.2,0,25
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/16/00,Parts per billion,16.347826,39,20,37,Parts per million,0.019542,0.032,0,27,Parts per billion,2.181818,3,5,4,Parts per million,0.591304,1.4,23,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/16/00,Parts per billion,16.347826,39,20,37,Parts per million,0.019542,0.032,0,27,Parts per billion,2.181818,3,5,4,Parts per million,0.516667,0.9,23,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/16/00,Parts per billion,16.347826,39,20,37,Parts per million,0.019542,0.032,0,27,Parts per billion,2.128571,2.6,8,,Parts per million,0.591304,1.4,23,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/16/00,Parts per billion,16.347826,39,20,37,Parts per million,0.019542,0.032,0,27,Parts per billion,2.128571,2.6,8,,Parts per million,0.516667,0.9,23,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/17/00,Parts per billion,30.956522,37,8,35,Parts per million,0.00225,0.004,7,3,Parts per billion,3.636364,7,9,10,Parts per million,0.93913,1.5,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/17/00,Parts per billion,30.956522,37,8,35,Parts per million,0.00225,0.004,7,3,Parts per billion,3.636364,7,9,10,Parts per million,0.970833,1.1,9,13
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/17/00,Parts per billion,30.956522,37,8,35,Parts per million,0.00225,0.004,7,3,Parts per billion,3.642857,7,11,,Parts per million,0.93913,1.5,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/17/00,Parts per billion,30.956522,37,8,35,Parts per million,0.00225,0.004,7,3,Parts per billion,3.642857,7,11,,Parts per million,0.970833,1.1,9,13
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/18/00,Parts per billion,28.217391,34,16,32,Parts per million,0.002167,0.003,7,3,Parts per billion,3.363636,5,13,7,Parts per million,1.086957,1.6,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/18/00,Parts per billion,28.217391,34,16,32,Parts per million,0.002167,0.003,7,3,Parts per billion,3.363636,5,13,7,Parts per million,0.9875,1.4,20,16
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/18/00,Parts per billion,28.217391,34,16,32,Parts per million,0.002167,0.003,7,3,Parts per billion,3.314286,4.3,14,,Parts per million,1.086957,1.6,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/18/00,Parts per billion,28.217391,34,16,32,Parts per million,0.002167,0.003,7,3,Parts per billion,3.314286,4.3,14,,Parts per million,0.9875,1.4,20,16
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/19/00,Parts per billion,21.608696,27,0,25,Parts per million,0.008958,0.018,21,15,Parts per billion,2.818182,4,5,6,Parts per million,0.913043,1.7,10,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/19/00,Parts per billion,21.608696,27,0,25,Parts per million,0.008958,0.018,21,15,Parts per billion,2.818182,4,5,6,Parts per million,1.041667,1.4,0,16
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/19/00,Parts per billion,21.608696,27,0,25,Parts per million,0.008958,0.018,21,15,Parts per billion,2.757143,4,8,,Parts per million,0.913043,1.7,10,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/19/00,Parts per billion,21.608696,27,0,25,Parts per million,0.008958,0.018,21,15,Parts per billion,2.757143,4,8,,Parts per million,1.041667,1.4,0,16
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/20/00,Parts per billion,27.652174,42,21,40,Parts per million,0.010125,0.021,9,18,Parts per billion,2.318182,3,5,4,Parts per million,1.021739,2.3,22,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/20/00,Parts per billion,27.652174,42,21,40,Parts per million,0.010125,0.021,9,18,Parts per billion,2.318182,3,5,4,Parts per million,0.825,1.6,23,18
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/20/00,Parts per billion,27.652174,42,21,40,Parts per million,0.010125,0.021,9,18,Parts per billion,2.271429,3,8,,Parts per million,1.021739,2.3,22,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/20/00,Parts per billion,27.652174,42,21,40,Parts per million,0.010125,0.021,9,18,Parts per billion,2.271429,3,8,,Parts per million,0.825,1.6,23,18
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/21/00,Parts per billion,27.304348,39,0,37,Parts per million,0.01025,0.017,13,14,Parts per billion,2.136364,3,0,4,Parts per million,1.16087,2.9,0,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/21/00,Parts per billion,27.304348,39,0,37,Parts per million,0.01025,0.017,13,14,Parts per billion,2.136364,3,0,4,Parts per million,1.358333,2.3,3,26
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/21/00,Parts per billion,27.304348,39,0,37,Parts per million,0.01025,0.017,13,14,Parts per billion,2.142857,3,2,,Parts per million,1.16087,2.9,0,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/21/00,Parts per billion,27.304348,39,0,37,Parts per million,0.01025,0.017,13,14,Parts per billion,2.142857,3,2,,Parts per million,1.358333,2.3,3,26
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/22/00,Parts per billion,26.434783,32,5,30,Parts per million,0.0065,0.014,23,12,Parts per billion,2.909091,4,10,6,Parts per million,0.83913,1.2,18,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/22/00,Parts per billion,26.434783,32,5,30,Parts per million,0.0065,0.014,23,12,Parts per billion,2.909091,4,10,6,Parts per million,0.829167,1,18,11
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/22/00,Parts per billion,26.434783,32,5,30,Parts per million,0.0065,0.014,23,12,Parts per billion,2.885714,3.6,11,,Parts per million,0.83913,1.2,18,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/22/00,Parts per billion,26.434783,32,5,30,Parts per million,0.0065,0.014,23,12,Parts per billion,2.885714,3.6,11,,Parts per million,0.829167,1,18,11
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/23/00,Parts per billion,15.73913,24,17,23,Parts per million,0.012833,0.021,3,18,Parts per billion,2,2,0,3,Parts per million,0.582609,0.8,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/23/00,Parts per billion,15.73913,24,17,23,Parts per million,0.012833,0.021,3,18,Parts per billion,2,2,0,3,Parts per million,0.625,0.9,0,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/23/00,Parts per billion,15.73913,24,17,23,Parts per million,0.012833,0.021,3,18,Parts per billion,2,2,2,,Parts per million,0.582609,0.8,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/23/00,Parts per billion,15.73913,24,17,23,Parts per million,0.012833,0.021,3,18,Parts per billion,2,2,2,,Parts per million,0.625,0.9,0,10
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/24/00,Parts per billion,26.434783,41,17,39,Parts per million,0.009125,0.012,1,10,Parts per billion,2.090909,3,5,4,Parts per million,0.865217,1.5,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/24/00,Parts per billion,26.434783,41,17,39,Parts per million,0.009125,0.012,1,10,Parts per billion,2.090909,3,5,4,Parts per million,0.783333,1.2,21,14
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/24/00,Parts per billion,26.434783,41,17,39,Parts per million,0.009125,0.012,1,10,Parts per billion,2.042857,2.3,8,,Parts per million,0.865217,1.5,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/24/00,Parts per billion,26.434783,41,17,39,Parts per million,0.009125,0.012,1,10,Parts per billion,2.042857,2.3,8,,Parts per million,0.783333,1.2,21,14
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/25/00,Parts per billion,22.5,35,7,33,Parts per million,0.015875,0.022,9,19,Parts per billion,2,2,0,3,Parts per million,0.7625,1.1,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/25/00,Parts per billion,22.5,35,7,33,Parts per million,0.015875,0.022,9,19,Parts per billion,2,2,0,3,Parts per million,0.825,1.2,0,14
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/25/00,Parts per billion,22.5,35,7,33,Parts per million,0.015875,0.022,9,19,Parts per billion,2,2,2,,Parts per million,0.7625,1.1,8,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/25/00,Parts per billion,22.5,35,7,33,Parts per million,0.015875,0.022,9,19,Parts per billion,2,2,2,,Parts per million,0.825,1.2,0,14
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/26/00,Parts per billion,29.916667,42,8,40,Parts per million,0.004958,0.009,10,8,Parts per billion,2.75,8,13,11,Parts per million,1.008333,2.5,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/26/00,Parts per billion,29.916667,42,8,40,Parts per million,0.004958,0.009,10,8,Parts per billion,2.75,8,13,11,Parts per million,0.941667,1.2,9,14
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/26/00,Parts per billion,29.916667,42,8,40,Parts per million,0.004958,0.009,10,8,Parts per billion,2.7375,6.6,14,,Parts per million,1.008333,2.5,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/26/00,Parts per billion,29.916667,42,8,40,Parts per million,0.004958,0.009,10,8,Parts per billion,2.7375,6.6,14,,Parts per million,0.941667,1.2,9,14
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/27/00,Parts per billion,29.782609,36,20,34,Parts per million,0.003667,0.008,9,7,Parts per billion,3.826087,8,12,11,Parts per million,1.36087,2.4,20,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/27/00,Parts per billion,29.782609,36,20,34,Parts per million,0.003667,0.008,9,7,Parts per billion,3.826087,8,12,11,Parts per million,1.254167,1.8,23,20
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/27/00,Parts per billion,29.782609,36,20,34,Parts per million,0.003667,0.008,9,7,Parts per billion,3.9,7.3,14,,Parts per million,1.36087,2.4,20,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/27/00,Parts per billion,29.782609,36,20,34,Parts per million,0.003667,0.008,9,7,Parts per billion,3.9,7.3,14,,Parts per million,1.254167,1.8,23,20
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/28/00,Parts per billion,31.652174,38,18,36,Parts per million,0.003917,0.007,7,6,Parts per billion,2.954545,4,8,6,Parts per million,1.269565,2,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/28/00,Parts per billion,31.652174,38,18,36,Parts per million,0.003917,0.007,7,6,Parts per billion,2.954545,4,8,6,Parts per million,1.3125,1.9,0,22
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/28/00,Parts per billion,31.652174,38,18,36,Parts per million,0.003917,0.007,7,6,Parts per billion,2.928571,3.6,17,,Parts per million,1.269565,2,21,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/28/00,Parts per billion,31.652174,38,18,36,Parts per million,0.003917,0.007,7,6,Parts per billion,2.928571,3.6,17,,Parts per million,1.3125,1.9,0,22
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/29/00,Parts per billion,31.73913,48,20,45,Parts per million,0.012208,0.026,23,22,Parts per billion,3.136364,11,12,16,Parts per million,1.16087,2,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/29/00,Parts per billion,31.73913,48,20,45,Parts per million,0.012208,0.026,23,22,Parts per billion,3.136364,11,12,16,Parts per million,1.279167,1.6,0,18
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/29/00,Parts per billion,31.73913,48,20,45,Parts per million,0.012208,0.026,23,22,Parts per billion,3.157143,6.3,14,,Parts per million,1.16087,2,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/29/00,Parts per billion,31.73913,48,20,45,Parts per million,0.012208,0.026,23,22,Parts per billion,3.157143,6.3,14,,Parts per million,1.279167,1.6,0,18
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/30/00,Parts per billion,13.086957,20,21,19,Parts per million,0.026625,0.03,8,25,Parts per billion,2.136364,3,0,4,Parts per million,0.582609,0.7,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/30/00,Parts per billion,13.086957,20,21,19,Parts per million,0.026625,0.03,8,25,Parts per billion,2.136364,3,0,4,Parts per million,0.654167,1.1,0,13
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/30/00,Parts per billion,13.086957,20,21,19,Parts per million,0.026625,0.03,8,25,Parts per billion,2.085714,2.6,2,,Parts per million,0.582609,0.7,17,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/30/00,Parts per billion,13.086957,20,21,19,Parts per million,0.026625,0.03,8,25,Parts per billion,2.085714,2.6,2,,Parts per million,0.654167,1.1,0,13
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/31/00,Parts per billion,27.521739,43,7,41,Parts per million,0.010917,0.018,10,15,Parts per billion,2,2,0,3,Parts per million,0.83913,1.4,7,
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/31/00,Parts per billion,27.521739,43,7,41,Parts per million,0.010917,0.018,10,15,Parts per billion,2,2,0,3,Parts per million,0.804167,1,10,11
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,1/31/00,Parts per billion,27.521739,43,7,41,Parts per million,0.010917,0.018,10,15,Parts per billion,2,2,2,,Parts per million,0.83913,1.4,7,
